"FOM Properties"
"Average Response Time                "
"Minimum number of assets required: 1 "
"Satisfaction is not enabled          "
"FOM value range check is not enabled."

"Time (UTCG)","FOM Value (sec)"
1 Jul 2007 22:26:00.000,5455.567
1 Jul 2007 22:27:00.000,5395.567
1 Jul 2007 22:28:00.000,5335.567
1 Jul 2007 22:29:00.000,5275.567
1 Jul 2007 22:30:00.000,5215.567
1 Jul 2007 22:31:00.000,5155.567
1 Jul 2007 22:32:00.000,5095.567
1 Jul 2007 22:33:00.000,5035.567
1 Jul 2007 22:34:00.000,4975.567
1 Jul 2007 22:35:00.000,4915.567
1 Jul 2007 22:36:00.000,4855.567
1 Jul 2007 22:37:00.000,4795.567
1 Jul 2007 22:38:00.000,4735.567
1 Jul 2007 22:39:00.000,4675.567
1 Jul 2007 22:40:00.000,4615.567
1 Jul 2007 22:41:00.000,4555.567
1 Jul 2007 22:42:00.000,4495.567
1 Jul 2007 22:43:00.000,4435.567
1 Jul 2007 22:44:00.000,4375.567
1 Jul 2007 22:45:00.000,4315.567
1 Jul 2007 22:46:00.000,4255.567
1 Jul 2007 22:47:00.000,4195.567
1 Jul 2007 22:48:00.000,4135.567
1 Jul 2007 22:49:00.000,4075.567
1 Jul 2007 22:50:00.000,4015.567
1 Jul 2007 22:51:00.000,3955.567
1 Jul 2007 22:52:00.000,3895.567
1 Jul 2007 22:53:00.000,3835.567
1 Jul 2007 22:54:00.000,3775.567
1 Jul 2007 22:55:00.000,3715.567
1 Jul 2007 22:56:00.000,3655.567
1 Jul 2007 22:57:00.000,3595.567
1 Jul 2007 22:58:00.000,3535.567
1 Jul 2007 22:59:00.000,3475.567
1 Jul 2007 23:00:00.000,3415.567
1 Jul 2007 23:01:00.000,3355.567
1 Jul 2007 23:02:00.000,3295.567
1 Jul 2007 23:03:00.000,3235.567
1 Jul 2007 23:04:00.000,3175.567
1 Jul 2007 23:05:00.000,3115.567
1 Jul 2007 23:06:00.000,3055.567
1 Jul 2007 23:07:00.000,2995.567
1 Jul 2007 23:08:00.000,2935.567
1 Jul 2007 23:09:00.000,2875.567
1 Jul 2007 23:10:00.000,2815.567
1 Jul 2007 23:11:00.000,2755.567
1 Jul 2007 23:12:00.000,2695.567
1 Jul 2007 23:13:00.000,2635.567
1 Jul 2007 23:14:00.000,2575.567
1 Jul 2007 23:15:00.000,2515.567
1 Jul 2007 23:16:00.000,2455.567
1 Jul 2007 23:17:00.000,2395.567
1 Jul 2007 23:18:00.000,2335.567
1 Jul 2007 23:19:00.000,2275.567
1 Jul 2007 23:20:00.000,2215.567
1 Jul 2007 23:21:00.000,2155.567
1 Jul 2007 23:22:00.000,2095.567
1 Jul 2007 23:23:00.000,2035.567
1 Jul 2007 23:24:00.000,1975.567
1 Jul 2007 23:25:00.000,1915.567
1 Jul 2007 23:26:00.000,1855.567
1 Jul 2007 23:27:00.000,1795.567
1 Jul 2007 23:28:00.000,1735.567
1 Jul 2007 23:29:00.000,1675.567
1 Jul 2007 23:30:00.000,1615.567
1 Jul 2007 23:31:00.000,1555.567
1 Jul 2007 23:32:00.000,1495.567
1 Jul 2007 23:33:00.000,1435.567
1 Jul 2007 23:34:00.000,1375.567
1 Jul 2007 23:35:00.000,1315.567
1 Jul 2007 23:36:00.000,1255.567
1 Jul 2007 23:37:00.000,1195.567
1 Jul 2007 23:38:00.000,1135.567
1 Jul 2007 23:39:00.000,1075.567
1 Jul 2007 23:40:00.000,1015.567
1 Jul 2007 23:41:00.000,955.567
1 Jul 2007 23:42:00.000,895.567
1 Jul 2007 23:43:00.000,835.567
1 Jul 2007 23:44:00.000,775.567
1 Jul 2007 23:45:00.000,715.567
1 Jul 2007 23:46:00.000,655.567
1 Jul 2007 23:47:00.000,595.567
1 Jul 2007 23:48:00.000,535.567
1 Jul 2007 23:49:00.000,475.567
1 Jul 2007 23:50:00.000,415.567
1 Jul 2007 23:51:00.000,355.567
1 Jul 2007 23:52:00.000,295.567
1 Jul 2007 23:53:00.000,235.567
1 Jul 2007 23:54:00.000,175.567
1 Jul 2007 23:55:00.000,115.567
1 Jul 2007 23:56:00.000,55.567
1 Jul 2007 23:57:00.000,0.000
1 Jul 2007 23:58:00.000,0.000
1 Jul 2007 23:59:00.000,0.000
2 Jul 2007 00:00:00.000,0.000
2 Jul 2007 00:01:00.000,0.000
2 Jul 2007 00:02:00.000,0.000
2 Jul 2007 00:03:00.000,0.000
2 Jul 2007 00:04:00.000,0.000
2 Jul 2007 00:05:00.000,0.000
2 Jul 2007 00:06:00.000,0.000
2 Jul 2007 00:07:00.000,0.000
2 Jul 2007 00:08:00.000,0.000
2 Jul 2007 00:09:00.000,0.000
2 Jul 2007 00:10:00.000,0.000
2 Jul 2007 00:11:00.000,5046.676
2 Jul 2007 00:12:00.000,4986.676
2 Jul 2007 00:13:00.000,4926.676
2 Jul 2007 00:14:00.000,4866.676
2 Jul 2007 00:15:00.000,4806.676
2 Jul 2007 00:16:00.000,4746.676
2 Jul 2007 00:17:00.000,4686.676
2 Jul 2007 00:18:00.000,4626.676
2 Jul 2007 00:19:00.000,4566.676
2 Jul 2007 00:20:00.000,4506.676
2 Jul 2007 00:21:00.000,4446.676
2 Jul 2007 00:22:00.000,4386.676
2 Jul 2007 00:23:00.000,4326.676
2 Jul 2007 00:24:00.000,4266.676
2 Jul 2007 00:25:00.000,4206.676
2 Jul 2007 00:26:00.000,4146.676
2 Jul 2007 00:27:00.000,4086.676
2 Jul 2007 00:28:00.000,4026.676
2 Jul 2007 00:29:00.000,3966.676
2 Jul 2007 00:30:00.000,3906.676
2 Jul 2007 00:31:00.000,3846.676
2 Jul 2007 00:32:00.000,3786.676
2 Jul 2007 00:33:00.000,3726.676
2 Jul 2007 00:34:00.000,3666.676
2 Jul 2007 00:35:00.000,3606.676
2 Jul 2007 00:36:00.000,3546.676
2 Jul 2007 00:37:00.000,3486.676
2 Jul 2007 00:38:00.000,3426.676
2 Jul 2007 00:39:00.000,3366.676
2 Jul 2007 00:40:00.000,3306.676
2 Jul 2007 00:41:00.000,3246.676
2 Jul 2007 00:42:00.000,3186.676
2 Jul 2007 00:43:00.000,3126.676
2 Jul 2007 00:44:00.000,3066.676
2 Jul 2007 00:45:00.000,3006.676
2 Jul 2007 00:46:00.000,2946.676
2 Jul 2007 00:47:00.000,2886.676
2 Jul 2007 00:48:00.000,2826.676
2 Jul 2007 00:49:00.000,2766.676
2 Jul 2007 00:50:00.000,2706.676
2 Jul 2007 00:51:00.000,2646.676
2 Jul 2007 00:52:00.000,2586.676
2 Jul 2007 00:53:00.000,2526.676
2 Jul 2007 00:54:00.000,2466.676
2 Jul 2007 00:55:00.000,2406.676
2 Jul 2007 00:56:00.000,2346.676
2 Jul 2007 00:57:00.000,2286.676
2 Jul 2007 00:58:00.000,2226.676
2 Jul 2007 00:59:00.000,2166.676
2 Jul 2007 01:00:00.000,2106.676
2 Jul 2007 01:01:00.000,2046.676
2 Jul 2007 01:02:00.000,1986.676
2 Jul 2007 01:03:00.000,1926.676
2 Jul 2007 01:04:00.000,1866.676
2 Jul 2007 01:05:00.000,1806.676
2 Jul 2007 01:06:00.000,1746.676
2 Jul 2007 01:07:00.000,1686.676
2 Jul 2007 01:08:00.000,1626.676
2 Jul 2007 01:09:00.000,1566.676
2 Jul 2007 01:10:00.000,1506.676
2 Jul 2007 01:11:00.000,1446.676
2 Jul 2007 01:12:00.000,1386.676
2 Jul 2007 01:13:00.000,1326.676
2 Jul 2007 01:14:00.000,1266.676
2 Jul 2007 01:15:00.000,1206.676
2 Jul 2007 01:16:00.000,1146.676
2 Jul 2007 01:17:00.000,1086.676
2 Jul 2007 01:18:00.000,1026.676
2 Jul 2007 01:19:00.000,966.676
2 Jul 2007 01:20:00.000,906.676
2 Jul 2007 01:21:00.000,846.676
2 Jul 2007 01:22:00.000,786.676
2 Jul 2007 01:23:00.000,726.676
2 Jul 2007 01:24:00.000,666.676
2 Jul 2007 01:25:00.000,606.676
2 Jul 2007 01:26:00.000,546.676
2 Jul 2007 01:27:00.000,486.676
2 Jul 2007 01:28:00.000,426.676
2 Jul 2007 01:29:00.000,366.676
2 Jul 2007 01:30:00.000,306.676
2 Jul 2007 01:31:00.000,246.676
2 Jul 2007 01:32:00.000,186.676
2 Jul 2007 01:33:00.000,126.676
2 Jul 2007 01:34:00.000,66.676
2 Jul 2007 01:35:00.000,6.676
2 Jul 2007 01:36:00.000,0.000
2 Jul 2007 01:37:00.000,0.000
2 Jul 2007 01:38:00.000,0.000
2 Jul 2007 01:39:00.000,0.000
2 Jul 2007 01:40:00.000,0.000
2 Jul 2007 01:41:00.000,0.000
2 Jul 2007 01:42:00.000,0.000
2 Jul 2007 01:43:00.000,0.000
2 Jul 2007 01:44:00.000,0.000
2 Jul 2007 01:45:00.000,0.000
2 Jul 2007 01:46:00.000,0.000
2 Jul 2007 01:47:00.000,0.000
2 Jul 2007 01:48:00.000,19022.085
2 Jul 2007 01:49:00.000,18962.085
2 Jul 2007 01:50:00.000,18902.085
2 Jul 2007 01:51:00.000,18842.085
2 Jul 2007 01:52:00.000,18782.085
2 Jul 2007 01:53:00.000,18722.085
2 Jul 2007 01:54:00.000,18662.085
2 Jul 2007 01:55:00.000,18602.085
2 Jul 2007 01:56:00.000,18542.085
2 Jul 2007 01:57:00.000,18482.085
2 Jul 2007 01:58:00.000,18422.085
2 Jul 2007 01:59:00.000,18362.085
2 Jul 2007 02:00:00.000,18302.085
2 Jul 2007 02:01:00.000,18242.085
2 Jul 2007 02:02:00.000,18182.085
2 Jul 2007 02:03:00.000,18122.085
2 Jul 2007 02:04:00.000,18062.085
2 Jul 2007 02:05:00.000,18002.085
2 Jul 2007 02:06:00.000,17942.085
2 Jul 2007 02:07:00.000,17882.085
2 Jul 2007 02:08:00.000,17822.085
2 Jul 2007 02:09:00.000,17762.085
2 Jul 2007 02:10:00.000,17702.085
2 Jul 2007 02:11:00.000,17642.085
2 Jul 2007 02:12:00.000,17582.085
2 Jul 2007 02:13:00.000,17522.085
2 Jul 2007 02:14:00.000,17462.085
2 Jul 2007 02:15:00.000,17402.085
2 Jul 2007 02:16:00.000,17342.085
2 Jul 2007 02:17:00.000,17282.085
2 Jul 2007 02:18:00.000,17222.085
2 Jul 2007 02:19:00.000,17162.085
2 Jul 2007 02:20:00.000,17102.085
2 Jul 2007 02:21:00.000,17042.085
2 Jul 2007 02:22:00.000,16982.085
2 Jul 2007 02:23:00.000,16922.085
2 Jul 2007 02:24:00.000,16862.085
2 Jul 2007 02:25:00.000,16802.085
2 Jul 2007 02:26:00.000,16742.085
2 Jul 2007 02:27:00.000,16682.085
2 Jul 2007 02:28:00.000,16622.085
2 Jul 2007 02:29:00.000,16562.085
2 Jul 2007 02:30:00.000,16502.085
2 Jul 2007 02:31:00.000,16442.085
2 Jul 2007 02:32:00.000,16382.085
2 Jul 2007 02:33:00.000,16322.085
2 Jul 2007 02:34:00.000,16262.085
2 Jul 2007 02:35:00.000,16202.085
2 Jul 2007 02:36:00.000,16142.085
2 Jul 2007 02:37:00.000,16082.085
2 Jul 2007 02:38:00.000,16022.085
2 Jul 2007 02:39:00.000,15962.085
2 Jul 2007 02:40:00.000,15902.085
2 Jul 2007 02:41:00.000,15842.085
2 Jul 2007 02:42:00.000,15782.085
2 Jul 2007 02:43:00.000,15722.085
2 Jul 2007 02:44:00.000,15662.085
2 Jul 2007 02:45:00.000,15602.085
2 Jul 2007 02:46:00.000,15542.085
2 Jul 2007 02:47:00.000,15482.085
2 Jul 2007 02:48:00.000,15422.085
2 Jul 2007 02:49:00.000,15362.085
2 Jul 2007 02:50:00.000,15302.085
2 Jul 2007 02:51:00.000,15242.085
2 Jul 2007 02:52:00.000,15182.085
2 Jul 2007 02:53:00.000,15122.085
2 Jul 2007 02:54:00.000,15062.085
2 Jul 2007 02:55:00.000,15002.085
2 Jul 2007 02:56:00.000,14942.085
2 Jul 2007 02:57:00.000,14882.085
2 Jul 2007 02:58:00.000,14822.085
2 Jul 2007 02:59:00.000,14762.085
2 Jul 2007 03:00:00.000,14702.085
2 Jul 2007 03:01:00.000,14642.085
2 Jul 2007 03:02:00.000,14582.085
2 Jul 2007 03:03:00.000,14522.085
2 Jul 2007 03:04:00.000,14462.085
2 Jul 2007 03:05:00.000,14402.085
2 Jul 2007 03:06:00.000,14342.085
2 Jul 2007 03:07:00.000,14282.085
2 Jul 2007 03:08:00.000,14222.085
2 Jul 2007 03:09:00.000,14162.085
2 Jul 2007 03:10:00.000,14102.085
2 Jul 2007 03:11:00.000,14042.085
2 Jul 2007 03:12:00.000,13982.085
2 Jul 2007 03:13:00.000,13922.085
2 Jul 2007 03:14:00.000,13862.085
2 Jul 2007 03:15:00.000,13802.085
2 Jul 2007 03:16:00.000,13742.085
2 Jul 2007 03:17:00.000,13682.085
2 Jul 2007 03:18:00.000,13622.085
2 Jul 2007 03:19:00.000,13562.085
2 Jul 2007 03:20:00.000,13502.085
2 Jul 2007 03:21:00.000,13442.085
2 Jul 2007 03:22:00.000,13382.085
2 Jul 2007 03:23:00.000,13322.085
2 Jul 2007 03:24:00.000,13262.085
2 Jul 2007 03:25:00.000,13202.085
2 Jul 2007 03:26:00.000,13142.085
2 Jul 2007 03:27:00.000,13082.085
2 Jul 2007 03:28:00.000,13022.085
2 Jul 2007 03:29:00.000,12962.085
2 Jul 2007 03:30:00.000,12902.085
2 Jul 2007 03:31:00.000,12842.085
2 Jul 2007 03:32:00.000,12782.085
2 Jul 2007 03:33:00.000,12722.085
2 Jul 2007 03:34:00.000,12662.085
2 Jul 2007 03:35:00.000,12602.085
2 Jul 2007 03:36:00.000,12542.085
2 Jul 2007 03:37:00.000,12482.085
2 Jul 2007 03:38:00.000,12422.085
2 Jul 2007 03:39:00.000,12362.085
2 Jul 2007 03:40:00.000,12302.085
2 Jul 2007 03:41:00.000,12242.085
2 Jul 2007 03:42:00.000,12182.085
2 Jul 2007 03:43:00.000,12122.085
2 Jul 2007 03:44:00.000,12062.085
2 Jul 2007 03:45:00.000,12002.085
2 Jul 2007 03:46:00.000,11942.085
2 Jul 2007 03:47:00.000,11882.085
2 Jul 2007 03:48:00.000,11822.085
2 Jul 2007 03:49:00.000,11762.085
2 Jul 2007 03:50:00.000,11702.085
2 Jul 2007 03:51:00.000,11642.085
2 Jul 2007 03:52:00.000,11582.085
2 Jul 2007 03:53:00.000,11522.085
2 Jul 2007 03:54:00.000,11462.085
2 Jul 2007 03:55:00.000,11402.085
2 Jul 2007 03:56:00.000,11342.085
2 Jul 2007 03:57:00.000,11282.085
2 Jul 2007 03:58:00.000,11222.085
2 Jul 2007 03:59:00.000,11162.085
2 Jul 2007 04:00:00.000,11102.085
2 Jul 2007 04:01:00.000,11042.085
2 Jul 2007 04:02:00.000,10982.085
2 Jul 2007 04:03:00.000,10922.085
2 Jul 2007 04:04:00.000,10862.085
2 Jul 2007 04:05:00.000,10802.085
2 Jul 2007 04:06:00.000,10742.085
2 Jul 2007 04:07:00.000,10682.085
2 Jul 2007 04:08:00.000,10622.085
2 Jul 2007 04:09:00.000,10562.085
2 Jul 2007 04:10:00.000,10502.085
2 Jul 2007 04:11:00.000,10442.085
2 Jul 2007 04:12:00.000,10382.085
2 Jul 2007 04:13:00.000,10322.085
2 Jul 2007 04:14:00.000,10262.085
2 Jul 2007 04:15:00.000,10202.085
2 Jul 2007 04:16:00.000,10142.085
2 Jul 2007 04:17:00.000,10082.085
2 Jul 2007 04:18:00.000,10022.085
2 Jul 2007 04:19:00.000,9962.085
2 Jul 2007 04:20:00.000,9902.085
2 Jul 2007 04:21:00.000,9842.085
2 Jul 2007 04:22:00.000,9782.085
2 Jul 2007 04:23:00.000,9722.085
2 Jul 2007 04:24:00.000,9662.085
2 Jul 2007 04:25:00.000,9602.085
2 Jul 2007 04:26:00.000,9542.085
2 Jul 2007 04:27:00.000,9482.085
2 Jul 2007 04:28:00.000,9422.085
2 Jul 2007 04:29:00.000,9362.085
2 Jul 2007 04:30:00.000,9302.085
2 Jul 2007 04:31:00.000,9242.085
2 Jul 2007 04:32:00.000,9182.085
2 Jul 2007 04:33:00.000,9122.085
2 Jul 2007 04:34:00.000,9062.085
2 Jul 2007 04:35:00.000,9002.085
2 Jul 2007 04:36:00.000,8942.085
2 Jul 2007 04:37:00.000,8882.085
2 Jul 2007 04:38:00.000,8822.085
2 Jul 2007 04:39:00.000,8762.085
2 Jul 2007 04:40:00.000,8702.085
2 Jul 2007 04:41:00.000,8642.085
2 Jul 2007 04:42:00.000,8582.085
2 Jul 2007 04:43:00.000,8522.085
2 Jul 2007 04:44:00.000,8462.085
2 Jul 2007 04:45:00.000,8402.085
2 Jul 2007 04:46:00.000,8342.085
2 Jul 2007 04:47:00.000,8282.085
2 Jul 2007 04:48:00.000,8222.085
2 Jul 2007 04:49:00.000,8162.085
2 Jul 2007 04:50:00.000,8102.085
2 Jul 2007 04:51:00.000,8042.085
2 Jul 2007 04:52:00.000,7982.085
2 Jul 2007 04:53:00.000,7922.085
2 Jul 2007 04:54:00.000,7862.085
2 Jul 2007 04:55:00.000,7802.085
2 Jul 2007 04:56:00.000,7742.085
2 Jul 2007 04:57:00.000,7682.085
2 Jul 2007 04:58:00.000,7622.085
2 Jul 2007 04:59:00.000,7562.085
2 Jul 2007 05:00:00.000,7502.085
2 Jul 2007 05:01:00.000,7442.085
2 Jul 2007 05:02:00.000,7382.085
2 Jul 2007 05:03:00.000,7322.085
2 Jul 2007 05:04:00.000,7262.085
2 Jul 2007 05:05:00.000,7202.085
2 Jul 2007 05:06:00.000,7142.085
2 Jul 2007 05:07:00.000,7082.085
2 Jul 2007 05:08:00.000,7022.085
2 Jul 2007 05:09:00.000,6962.085
2 Jul 2007 05:10:00.000,6902.085
2 Jul 2007 05:11:00.000,6842.085
2 Jul 2007 05:12:00.000,6782.085
2 Jul 2007 05:13:00.000,6722.085
2 Jul 2007 05:14:00.000,6662.085
2 Jul 2007 05:15:00.000,6602.085
2 Jul 2007 05:16:00.000,6542.085
2 Jul 2007 05:17:00.000,6482.085
2 Jul 2007 05:18:00.000,6422.085
2 Jul 2007 05:19:00.000,6362.085
2 Jul 2007 05:20:00.000,6302.085
2 Jul 2007 05:21:00.000,6242.085
2 Jul 2007 05:22:00.000,6182.085
2 Jul 2007 05:23:00.000,6122.085
2 Jul 2007 05:24:00.000,6062.085
2 Jul 2007 05:25:00.000,6002.085
2 Jul 2007 05:26:00.000,5942.085
2 Jul 2007 05:27:00.000,5882.085
2 Jul 2007 05:28:00.000,5822.085
2 Jul 2007 05:29:00.000,5762.085
2 Jul 2007 05:30:00.000,5702.085
2 Jul 2007 05:31:00.000,5642.085
2 Jul 2007 05:32:00.000,5582.085
2 Jul 2007 05:33:00.000,5522.085
2 Jul 2007 05:34:00.000,5462.085
2 Jul 2007 05:35:00.000,5402.085
2 Jul 2007 05:36:00.000,5342.085
2 Jul 2007 05:37:00.000,5282.085
2 Jul 2007 05:38:00.000,5222.085
2 Jul 2007 05:39:00.000,5162.085
2 Jul 2007 05:40:00.000,5102.085
2 Jul 2007 05:41:00.000,5042.085
2 Jul 2007 05:42:00.000,4982.085
2 Jul 2007 05:43:00.000,4922.085
2 Jul 2007 05:44:00.000,4862.085
2 Jul 2007 05:45:00.000,4802.085
2 Jul 2007 05:46:00.000,4742.085
2 Jul 2007 05:47:00.000,4682.085
2 Jul 2007 05:48:00.000,4622.085
2 Jul 2007 05:49:00.000,4562.085
2 Jul 2007 05:50:00.000,4502.085
2 Jul 2007 05:51:00.000,4442.085
2 Jul 2007 05:52:00.000,4382.085
2 Jul 2007 05:53:00.000,4322.085
2 Jul 2007 05:54:00.000,4262.085
2 Jul 2007 05:55:00.000,4202.085
2 Jul 2007 05:56:00.000,4142.085
2 Jul 2007 05:57:00.000,4082.085
2 Jul 2007 05:58:00.000,4022.085
2 Jul 2007 05:59:00.000,3962.085
2 Jul 2007 06:00:00.000,3902.085
2 Jul 2007 06:01:00.000,3842.085
2 Jul 2007 06:02:00.000,3782.085
2 Jul 2007 06:03:00.000,3722.085
2 Jul 2007 06:04:00.000,3662.085
2 Jul 2007 06:05:00.000,3602.085
2 Jul 2007 06:06:00.000,3542.085
2 Jul 2007 06:07:00.000,3482.085
2 Jul 2007 06:08:00.000,3422.085
2 Jul 2007 06:09:00.000,3362.085
2 Jul 2007 06:10:00.000,3302.085
2 Jul 2007 06:11:00.000,3242.085
2 Jul 2007 06:12:00.000,3182.085
2 Jul 2007 06:13:00.000,3122.085
2 Jul 2007 06:14:00.000,3062.085
2 Jul 2007 06:15:00.000,3002.085
2 Jul 2007 06:16:00.000,2942.085
2 Jul 2007 06:17:00.000,2882.085
2 Jul 2007 06:18:00.000,2822.085
2 Jul 2007 06:19:00.000,2762.085
2 Jul 2007 06:20:00.000,2702.085
2 Jul 2007 06:21:00.000,2642.085
2 Jul 2007 06:22:00.000,2582.085
2 Jul 2007 06:23:00.000,2522.085
2 Jul 2007 06:24:00.000,2462.085
2 Jul 2007 06:25:00.000,2402.085
2 Jul 2007 06:26:00.000,2342.085
2 Jul 2007 06:27:00.000,2282.085
2 Jul 2007 06:28:00.000,2222.085
2 Jul 2007 06:29:00.000,2162.085
2 Jul 2007 06:30:00.000,2102.085
2 Jul 2007 06:31:00.000,2042.085
2 Jul 2007 06:32:00.000,1982.085
2 Jul 2007 06:33:00.000,1922.085
2 Jul 2007 06:34:00.000,1862.085
2 Jul 2007 06:35:00.000,1802.085
2 Jul 2007 06:36:00.000,1742.085
2 Jul 2007 06:37:00.000,1682.085
2 Jul 2007 06:38:00.000,1622.085
2 Jul 2007 06:39:00.000,1562.085
2 Jul 2007 06:40:00.000,1502.085
2 Jul 2007 06:41:00.000,1442.085
2 Jul 2007 06:42:00.000,1382.085
2 Jul 2007 06:43:00.000,1322.085
2 Jul 2007 06:44:00.000,1262.085
2 Jul 2007 06:45:00.000,1202.085
2 Jul 2007 06:46:00.000,1142.085
2 Jul 2007 06:47:00.000,1082.085
2 Jul 2007 06:48:00.000,1022.085
2 Jul 2007 06:49:00.000,962.085
2 Jul 2007 06:50:00.000,902.085
2 Jul 2007 06:51:00.000,842.085
2 Jul 2007 06:52:00.000,782.085
2 Jul 2007 06:53:00.000,722.085
2 Jul 2007 06:54:00.000,662.085
2 Jul 2007 06:55:00.000,602.085
2 Jul 2007 06:56:00.000,542.085
2 Jul 2007 06:57:00.000,482.085
2 Jul 2007 06:58:00.000,422.085
2 Jul 2007 06:59:00.000,362.085
2 Jul 2007 07:00:00.000,302.085
2 Jul 2007 07:01:00.000,242.085
2 Jul 2007 07:02:00.000,182.085
2 Jul 2007 07:03:00.000,122.085
2 Jul 2007 07:04:00.000,62.085
2 Jul 2007 07:05:00.000,2.085
2 Jul 2007 07:06:00.000,0.000
2 Jul 2007 07:07:00.000,0.000
2 Jul 2007 07:08:00.000,0.000
2 Jul 2007 07:09:00.000,0.000
2 Jul 2007 07:10:00.000,0.000
2 Jul 2007 07:11:00.000,0.000
2 Jul 2007 07:12:00.000,0.000
2 Jul 2007 07:13:00.000,0.000
2 Jul 2007 07:14:00.000,0.000
2 Jul 2007 07:15:00.000,0.000
2 Jul 2007 07:16:00.000,0.000
2 Jul 2007 07:17:00.000,0.000
2 Jul 2007 07:18:00.000,0.000
2 Jul 2007 07:19:00.000,5693.678
2 Jul 2007 07:20:00.000,5633.678
2 Jul 2007 07:21:00.000,5573.678
2 Jul 2007 07:22:00.000,5513.678
2 Jul 2007 07:23:00.000,5453.678
2 Jul 2007 07:24:00.000,5393.678
2 Jul 2007 07:25:00.000,5333.678
2 Jul 2007 07:26:00.000,5273.678
2 Jul 2007 07:27:00.000,5213.678
2 Jul 2007 07:28:00.000,5153.678
2 Jul 2007 07:29:00.000,5093.678
2 Jul 2007 07:30:00.000,5033.678
2 Jul 2007 07:31:00.000,4973.678
2 Jul 2007 07:32:00.000,4913.678
2 Jul 2007 07:33:00.000,4853.678
2 Jul 2007 07:34:00.000,4793.678
2 Jul 2007 07:35:00.000,4733.678
2 Jul 2007 07:36:00.000,4673.678
2 Jul 2007 07:37:00.000,4613.678
2 Jul 2007 07:38:00.000,4553.678
2 Jul 2007 07:39:00.000,4493.678
2 Jul 2007 07:40:00.000,4433.678
2 Jul 2007 07:41:00.000,4373.678
2 Jul 2007 07:42:00.000,4313.678
2 Jul 2007 07:43:00.000,4253.678
2 Jul 2007 07:44:00.000,4193.678
2 Jul 2007 07:45:00.000,4133.678
2 Jul 2007 07:46:00.000,4073.678
2 Jul 2007 07:47:00.000,4013.678
2 Jul 2007 07:48:00.000,3953.678
2 Jul 2007 07:49:00.000,3893.678
2 Jul 2007 07:50:00.000,3833.678
2 Jul 2007 07:51:00.000,3773.678
2 Jul 2007 07:52:00.000,3713.678
2 Jul 2007 07:53:00.000,3653.678
2 Jul 2007 07:54:00.000,3593.678
2 Jul 2007 07:55:00.000,3533.678
2 Jul 2007 07:56:00.000,3473.678
2 Jul 2007 07:57:00.000,3413.678
2 Jul 2007 07:58:00.000,3353.678
2 Jul 2007 07:59:00.000,3293.678
2 Jul 2007 08:00:00.000,3233.678
2 Jul 2007 08:01:00.000,3173.678
2 Jul 2007 08:02:00.000,3113.678
2 Jul 2007 08:03:00.000,3053.678
2 Jul 2007 08:04:00.000,2993.678
2 Jul 2007 08:05:00.000,2933.678
2 Jul 2007 08:06:00.000,2873.678
2 Jul 2007 08:07:00.000,2813.678
2 Jul 2007 08:08:00.000,2753.678
2 Jul 2007 08:09:00.000,2693.678
2 Jul 2007 08:10:00.000,2633.678
2 Jul 2007 08:11:00.000,2573.678
2 Jul 2007 08:12:00.000,2513.678
2 Jul 2007 08:13:00.000,2453.678
2 Jul 2007 08:14:00.000,2393.678
2 Jul 2007 08:15:00.000,2333.678
2 Jul 2007 08:16:00.000,2273.678
2 Jul 2007 08:17:00.000,2213.678
2 Jul 2007 08:18:00.000,2153.678
2 Jul 2007 08:19:00.000,2093.678
2 Jul 2007 08:20:00.000,2033.678
2 Jul 2007 08:21:00.000,1973.678
2 Jul 2007 08:22:00.000,1913.678
2 Jul 2007 08:23:00.000,1853.678
2 Jul 2007 08:24:00.000,1793.678
2 Jul 2007 08:25:00.000,1733.678
2 Jul 2007 08:26:00.000,1673.678
2 Jul 2007 08:27:00.000,1613.678
2 Jul 2007 08:28:00.000,1553.678
2 Jul 2007 08:29:00.000,1493.678
2 Jul 2007 08:30:00.000,1433.678
2 Jul 2007 08:31:00.000,1373.678
2 Jul 2007 08:32:00.000,1313.678
2 Jul 2007 08:33:00.000,1253.678
2 Jul 2007 08:34:00.000,1193.678
2 Jul 2007 08:35:00.000,1133.678
2 Jul 2007 08:36:00.000,1073.678
2 Jul 2007 08:37:00.000,1013.678
2 Jul 2007 08:38:00.000,953.678
2 Jul 2007 08:39:00.000,893.678
2 Jul 2007 08:40:00.000,833.678
2 Jul 2007 08:41:00.000,773.678
2 Jul 2007 08:42:00.000,713.678
2 Jul 2007 08:43:00.000,653.678
2 Jul 2007 08:44:00.000,593.678
2 Jul 2007 08:45:00.000,533.678
2 Jul 2007 08:46:00.000,473.678
2 Jul 2007 08:47:00.000,413.678
2 Jul 2007 08:48:00.000,353.678
2 Jul 2007 08:49:00.000,293.678
2 Jul 2007 08:50:00.000,233.678
2 Jul 2007 08:51:00.000,173.678
2 Jul 2007 08:52:00.000,113.678
2 Jul 2007 08:53:00.000,53.678
2 Jul 2007 08:54:00.000,0.000
2 Jul 2007 08:55:00.000,0.000
2 Jul 2007 08:56:00.000,1000000.000
2 Jul 2007 08:57:00.000,1000000.000
2 Jul 2007 08:58:00.000,1000000.000
2 Jul 2007 08:59:00.000,1000000.000
2 Jul 2007 09:00:00.000,1000000.000
2 Jul 2007 09:01:00.000,1000000.000
2 Jul 2007 09:02:00.000,1000000.000
