"FOM Properties"
"Average Response Time                "
"Minimum number of assets required: 1 "
"Satisfaction is not enabled          "
"FOM value range check is not enabled."

"Time (UTCG)","FOM Value (sec)"
2 Jul 2007 09:03:00.000,1000000.000
2 Jul 2007 09:04:00.000,1000000.000
2 Jul 2007 09:05:00.000,1000000.000
2 Jul 2007 09:06:00.000,1000000.000
2 Jul 2007 09:07:00.000,1000000.000
2 Jul 2007 09:08:00.000,1000000.000
2 Jul 2007 09:09:00.000,1000000.000
2 Jul 2007 09:10:00.000,1000000.000
2 Jul 2007 09:11:00.000,1000000.000
2 Jul 2007 09:12:00.000,1000000.000
2 Jul 2007 09:13:00.000,1000000.000
2 Jul 2007 09:14:00.000,1000000.000
2 Jul 2007 09:15:00.000,1000000.000
2 Jul 2007 09:16:00.000,1000000.000
2 Jul 2007 09:17:00.000,1000000.000
2 Jul 2007 09:18:00.000,1000000.000
2 Jul 2007 09:19:00.000,1000000.000
2 Jul 2007 09:20:00.000,1000000.000
2 Jul 2007 09:21:00.000,1000000.000
2 Jul 2007 09:22:00.000,1000000.000
2 Jul 2007 09:23:00.000,1000000.000
2 Jul 2007 09:24:00.000,1000000.000
2 Jul 2007 09:25:00.000,1000000.000
2 Jul 2007 09:26:00.000,1000000.000
2 Jul 2007 09:27:00.000,1000000.000
2 Jul 2007 09:28:00.000,1000000.000
2 Jul 2007 09:29:00.000,1000000.000
2 Jul 2007 09:30:00.000,1000000.000
2 Jul 2007 09:31:00.000,1000000.000
2 Jul 2007 09:32:00.000,1000000.000
2 Jul 2007 09:33:00.000,1000000.000
2 Jul 2007 09:34:00.000,1000000.000
2 Jul 2007 09:35:00.000,1000000.000
2 Jul 2007 09:36:00.000,1000000.000
2 Jul 2007 09:37:00.000,1000000.000
2 Jul 2007 09:38:00.000,1000000.000
2 Jul 2007 09:39:00.000,1000000.000
2 Jul 2007 09:40:00.000,1000000.000
2 Jul 2007 09:41:00.000,1000000.000
2 Jul 2007 09:42:00.000,1000000.000
2 Jul 2007 09:43:00.000,1000000.000
2 Jul 2007 09:44:00.000,1000000.000
2 Jul 2007 09:45:00.000,1000000.000
2 Jul 2007 09:46:00.000,1000000.000
2 Jul 2007 09:47:00.000,1000000.000
2 Jul 2007 09:48:00.000,1000000.000
2 Jul 2007 09:49:00.000,1000000.000
2 Jul 2007 09:50:00.000,1000000.000
2 Jul 2007 09:51:00.000,1000000.000
2 Jul 2007 09:52:00.000,1000000.000
2 Jul 2007 09:53:00.000,1000000.000
2 Jul 2007 09:54:00.000,1000000.000
2 Jul 2007 09:55:00.000,1000000.000
2 Jul 2007 09:56:00.000,1000000.000
2 Jul 2007 09:57:00.000,1000000.000
2 Jul 2007 09:58:00.000,1000000.000
2 Jul 2007 09:59:00.000,1000000.000
2 Jul 2007 10:00:00.000,1000000.000
2 Jul 2007 10:01:00.000,1000000.000
2 Jul 2007 10:02:00.000,1000000.000
2 Jul 2007 10:03:00.000,1000000.000
2 Jul 2007 10:04:00.000,1000000.000
2 Jul 2007 10:05:00.000,1000000.000
2 Jul 2007 10:06:00.000,1000000.000
2 Jul 2007 10:07:00.000,1000000.000
2 Jul 2007 10:08:00.000,1000000.000
2 Jul 2007 10:09:00.000,1000000.000
2 Jul 2007 10:10:00.000,1000000.000
2 Jul 2007 10:11:00.000,1000000.000
2 Jul 2007 10:12:00.000,1000000.000
2 Jul 2007 10:13:00.000,1000000.000
2 Jul 2007 10:14:00.000,1000000.000
2 Jul 2007 10:15:00.000,1000000.000
2 Jul 2007 10:16:00.000,1000000.000
2 Jul 2007 10:17:00.000,1000000.000
2 Jul 2007 10:18:00.000,1000000.000
2 Jul 2007 10:19:00.000,1000000.000
2 Jul 2007 10:20:00.000,1000000.000
2 Jul 2007 10:21:00.000,1000000.000
2 Jul 2007 10:22:00.000,1000000.000
2 Jul 2007 10:23:00.000,1000000.000
2 Jul 2007 10:24:00.000,1000000.000
2 Jul 2007 10:25:00.000,1000000.000
2 Jul 2007 10:26:00.000,1000000.000
2 Jul 2007 10:27:00.000,1000000.000
2 Jul 2007 10:28:00.000,1000000.000
2 Jul 2007 10:29:00.000,1000000.000
2 Jul 2007 10:30:00.000,1000000.000
2 Jul 2007 10:31:00.000,1000000.000
2 Jul 2007 10:32:00.000,1000000.000
2 Jul 2007 10:33:00.000,1000000.000
2 Jul 2007 10:34:00.000,1000000.000
2 Jul 2007 10:35:00.000,1000000.000
2 Jul 2007 10:36:00.000,1000000.000
2 Jul 2007 10:37:00.000,1000000.000
2 Jul 2007 10:38:00.000,1000000.000
2 Jul 2007 10:39:00.000,1000000.000
2 Jul 2007 10:40:00.000,1000000.000
2 Jul 2007 10:41:00.000,1000000.000
2 Jul 2007 10:42:00.000,1000000.000
2 Jul 2007 10:43:00.000,1000000.000
2 Jul 2007 10:44:00.000,1000000.000
2 Jul 2007 10:45:00.000,1000000.000
2 Jul 2007 10:46:00.000,1000000.000
2 Jul 2007 10:47:00.000,1000000.000
2 Jul 2007 10:48:00.000,1000000.000
2 Jul 2007 10:49:00.000,1000000.000
2 Jul 2007 10:50:00.000,1000000.000
2 Jul 2007 10:51:00.000,1000000.000
2 Jul 2007 10:52:00.000,1000000.000
2 Jul 2007 10:53:00.000,1000000.000
2 Jul 2007 10:54:00.000,1000000.000
2 Jul 2007 10:55:00.000,1000000.000
2 Jul 2007 10:56:00.000,1000000.000
2 Jul 2007 10:57:00.000,1000000.000
2 Jul 2007 10:58:00.000,1000000.000
2 Jul 2007 10:59:00.000,1000000.000
2 Jul 2007 11:00:00.000,1000000.000
2 Jul 2007 11:01:00.000,1000000.000
2 Jul 2007 11:02:00.000,1000000.000
2 Jul 2007 11:03:00.000,1000000.000
2 Jul 2007 11:04:00.000,1000000.000
2 Jul 2007 11:05:00.000,1000000.000
2 Jul 2007 11:06:00.000,1000000.000
2 Jul 2007 11:07:00.000,1000000.000
2 Jul 2007 11:08:00.000,1000000.000
2 Jul 2007 11:09:00.000,1000000.000
2 Jul 2007 11:10:00.000,1000000.000
2 Jul 2007 11:11:00.000,1000000.000
2 Jul 2007 11:12:00.000,1000000.000
2 Jul 2007 11:13:00.000,1000000.000
2 Jul 2007 11:14:00.000,1000000.000
2 Jul 2007 11:15:00.000,1000000.000
2 Jul 2007 11:16:00.000,1000000.000
2 Jul 2007 11:17:00.000,1000000.000
2 Jul 2007 11:18:00.000,1000000.000
2 Jul 2007 11:19:00.000,1000000.000
2 Jul 2007 11:20:00.000,1000000.000
2 Jul 2007 11:21:00.000,1000000.000
2 Jul 2007 11:22:00.000,1000000.000
2 Jul 2007 11:23:00.000,1000000.000
2 Jul 2007 11:24:00.000,1000000.000
2 Jul 2007 11:25:00.000,1000000.000
2 Jul 2007 11:26:00.000,1000000.000
2 Jul 2007 11:27:00.000,1000000.000
2 Jul 2007 11:28:00.000,1000000.000
2 Jul 2007 11:29:00.000,1000000.000
2 Jul 2007 11:30:00.000,1000000.000
2 Jul 2007 11:31:00.000,1000000.000
2 Jul 2007 11:32:00.000,1000000.000
2 Jul 2007 11:33:00.000,1000000.000
2 Jul 2007 11:34:00.000,1000000.000
2 Jul 2007 11:35:00.000,1000000.000
2 Jul 2007 11:36:00.000,1000000.000
2 Jul 2007 11:37:00.000,1000000.000
2 Jul 2007 11:38:00.000,1000000.000
2 Jul 2007 11:39:00.000,1000000.000
2 Jul 2007 11:40:00.000,1000000.000
2 Jul 2007 11:41:00.000,1000000.000
2 Jul 2007 11:42:00.000,1000000.000
2 Jul 2007 11:43:00.000,1000000.000
2 Jul 2007 11:44:00.000,1000000.000
2 Jul 2007 11:45:00.000,1000000.000
2 Jul 2007 11:46:00.000,1000000.000
2 Jul 2007 11:47:00.000,1000000.000
2 Jul 2007 11:48:00.000,1000000.000
2 Jul 2007 11:49:00.000,1000000.000
2 Jul 2007 11:50:00.000,1000000.000
2 Jul 2007 11:51:00.000,1000000.000
2 Jul 2007 11:52:00.000,1000000.000
2 Jul 2007 11:53:00.000,1000000.000
2 Jul 2007 11:54:00.000,1000000.000
2 Jul 2007 11:55:00.000,1000000.000
2 Jul 2007 11:56:00.000,1000000.000
2 Jul 2007 11:57:00.000,1000000.000
2 Jul 2007 11:58:00.000,1000000.000
2 Jul 2007 11:59:00.000,1000000.000
2 Jul 2007 12:00:00.000,1000000.000

